row,column,python,matlab
0,Success,297.0,294.0
0,MeanIntra,6.32542372881356,7.30847457627119
0,MeanInter,64.08985885153903,64.1468737599909
0,Separation,57.76443512272547,56.8383991837197
1,Success,300.0,295.0
1,MeanIntra,2.3796610169491523,3.0135593220339
1,MeanInter,64.09909869055042,64.1281219885494
1,Separation,61.71943767360127,61.1145626665155
