row,column,python,matlab
0,Success,299.0,294.0
0,MeanIntra,2.016949152542373,2.0135593220339
0,MeanInter,32.03686865823933,32.078374241823
0,Separation,30.019919505696954,30.0648149197891
1,Success,300.0,295.0
1,MeanIntra,0.6271186440677966,0.796610169491525
1,MeanInter,32.027232016325605,32.0678419590726
1,Separation,31.40011337225781,31.2712317895811
