row,column,python,matlab
0,Success,114.0,85.0
0,MeanIntra,35.0542372881356,33.4745762711864
0,MeanInter,128.17940026075618,128.255994558132
0,Separation,93.1251629726206,94.7814182869452
1,Success,230.0,249.0
1,MeanIntra,17.477966101694914,16.7627118644068
1,MeanInter,128.2212006122102,128.259339039737
1,Separation,110.74323451051528,111.49662717533
