Device,Auth_Sweep,Intra_Distance,Mean_Inter_Distance,Min_Inter_Distance,Max_Inter_Distance,Separation_Ratio
213,4,3.488808973051829,58.67625950332983,5.841673145513544,130.02452209019998,16.818421354786494
213,5,3.1303168701280035,58.88589109957702,5.795649393419649,130.3577794858668,18.81147927016548
214,2,2.2241671494800954,45.578824404914556,10.477124200087754,97.09959063005402,20.492535469127564
214,3,2.5360347868488615,45.7453125974779,10.59978236526216,97.6020806203002,18.038124971439085
214,4,2.6855790731521836,45.78366274431106,10.640174364240794,97.72612387161661,17.047966686787245
214,5,1.8644664416799706,45.48179079257584,10.382053037624603,96.75023882658749,24.39399794595105
215,2,1.8181036951573453,41.35851575511195,6.674085880272181,121.17565369484902,22.74816097552182
215,3,4.281856733170217,41.63028322305266,6.5670089887885865,123.58254354039377,9.722483894272061
215,4,3.7548824869042123,41.55740509581915,6.530407084643193,123.05507047999987,11.067564732074034
215,5,4.217995507236554,41.62709731812244,6.5649471717474315,123.53037487605549,9.868928771502034
216,2,5.448525562283264,48.29808516944249,10.517586980660006,107.02649408275133,8.864432134655955
216,3,4.7750963667783815,48.42577167248405,10.457765137720862,107.47611635793399,10.141318174850225
216,4,5.3831241297246475,48.211301742447084,10.361535738605676,106.8428508604947,8.956007792328776
216,5,5.669489048729603,48.12463211228478,10.391589259452967,106.51530959500849,8.488354349707196
217,2,0.8981866109016506,62.59790019261103,6.788092596965186,135.3906812529183,69.69364577015376
217,3,0.5146677972085729,62.86387263518431,6.931962751461803,135.764109726236,122.14455956773736
217,4,0.5921618316056377,62.860551602779054,6.930757962426728,135.75162529614866,106.15434360365678
217,5,0.5677452112114227,62.83178937912281,6.929162195715793,135.72380933254786,110.6689885386545
218,2,3.9814869736715828,59.186549148979886,6.0434835426289535,130.80082899278196,14.865438312798451
218,3,4.306973826980913,59.83606388249479,6.0770569682375735,131.7502365427747,13.892831985354816
218,4,4.147501017469833,59.88032254242083,6.146957470003395,131.83109885646812,14.437687211123029
218,5,4.551162841472648,59.64014220770349,5.919479639977852,131.46654708186,13.104374454191497
219,2,0.7488856087629092,78.55690812527794,7.281935460452837,154.4736387541816,104.89840658850785
219,3,0.9697498989140172,78.78471679921044,7.368473954762683,154.7167665521275,81.24230389197787
219,4,1.299828479850904,79.07165889404925,7.555503327895659,155.0179659130659,60.83237866491071
219,5,0.4976998241440907,78.24827749726646,7.1582374889272335,154.1511124393687,157.21981831043277
22,2,1.5791619342373555,49.373018885708404,12.652113625218893,104.46742428535974,31.265329731304245
22,3,0.6462336071245945,49.40426116400342,12.819831226591408,103.93869460207334,76.44953752766196
22,4,0.6886833411095221,49.38594803929264,12.808081081944446,103.88804434411064,71.71067510159503
22,5,1.065377699293732,49.306739177044285,12.836279268889975,103.55041791873428,46.28099381742375
220,2,1.3759460030172934,41.33055244569141,6.907620365810308,107.64874452716502,30.037917225442737
220,3,3.290034065259884,41.19396839830957,7.141705617829382,109.6137574659493,12.520833357951044
220,4,2.3810448662224464,41.27963906822904,7.518946346451078,108.8141537232977,17.33677490939173
220,5,2.4833583465631763,41.28115765154304,7.519606260800341,108.89242241937028,16.623117458035242
221,2,3.9577721934439705,44.661837922771056,11.31578580606017,101.1038637545649,11.284590326827619
221,3,6.586910736775423,44.23307995076524,11.18802536655751,103.48119951679857,6.7152997286959195
221,4,7.929525460316492,43.989475631318136,11.249687144846034,104.68055602662737,5.5475546167282035
221,5,8.350547876566248,43.91783461266086,11.302786251545902,105.06719217706033,5.25927582348371
222,2,2.918068141423471,48.041323090209325,7.478443881308631,108.98855698419577,16.46339996095504
222,3,2.0955830307521404,48.739594213250534,7.874775528778059,110.6274740392221,23.258249978849356
222,4,3.7858902064093445,47.76783084079865,7.327468932831252,108.16536918303026,12.61733122470285
222,5,4.258499799759965,47.61122113935264,7.1418828215487435,107.70937622569974,11.180280208122468
223,2,0.615994310679423,67.26300451298953,9.341087700609302,139.46575892829838,109.19419587959914
223,3,0.9828046395354633,67.7769007292557,9.417240006443132,140.1603929022072,68.96273919877305
223,4,0.509469598073537,67.06754848262038,9.210012881097361,139.25249072831662,131.64190251941355
223,5,2.4721296403186135,65.70791314429536,9.081473415151049,137.50527107134374,26.579476984884987
224,2,0.2348790866338935,41.97755205828394,8.732477782656641,113.92650313575805,178.71982930739227
224,3,0.3193399397335742,41.95209184091977,8.627206571571865,114.11188168123849,131.37126086454407
224,4,0.9751677619299878,41.93491954894853,8.288651712291706,114.75994482738149,43.00277424668547
224,5,1.016738982905927,41.90992859592058,8.33350181128016,114.65680648988356,41.21994817582281
225,2,1.7951954617291759,64.29743706652341,11.037966881994011,137.13536611768436,35.81639887080963
225,3,2.7837085344703887,63.63152294136009,10.415622495037214,136.25083641071706,22.858543530988168
225,4,2.0530208875964955,64.08197773939054,10.88033002311627,136.84532780199743,31.21350484761862
225,5,3.0271597408169697,63.385673064665184,10.207903330060436,135.93437510753301,20.93899175540989
226,2,4.011479626657237,43.59219938921177,7.504888012020895,94.08868041645445,10.866862937770543
226,3,5.2262425540389215,43.31127944949569,7.158900216785881,95.1207967789389,8.287269279752692
226,4,6.550218915935453,43.01638919751047,6.583587448763018,96.35063817585038,6.567168163981205
226,5,6.239489830766189,43.08466021140412,6.701779162919812,96.052290195203,6.905157522640259
227,2,5.853096397839407,50.30325060842913,6.490279497819855,114.31912829663128,8.594297292123011
227,3,6.534320895797098,50.02035549237226,6.084001628596029,113.6504894884589,7.655019735562017
227,4,6.338979219943467,50.08828230225209,6.153887108677015,113.82691083656707,7.90163218482399
227,5,6.856936543894775,49.89040252010795,5.946555806163204,113.34620415693368,7.275902602856949
228,2,4.029822090052737,56.8738613134329,10.493763974872117,124.00123122663052,14.113243687032389
228,3,4.720072230914427,56.55464655420413,10.506754997313626,123.4027102190528,11.981733259075652
228,4,4.671306945180939,56.5792112062921,10.504058899836691,123.44903890171635,12.112073077009034
228,5,5.1331386491161615,56.12464473631211,10.159337476839791,122.72227783601159,10.933786999234464
229,2,1.040850659128785,47.511461500681996,10.993196039007065,105.9216442958599,45.646760779286566
229,3,1.1009291250463196,47.47235967565909,10.86474757482864,105.89817899855211,43.120268293800564
229,4,1.4223073040153336,47.354500783133325,10.848498227053463,105.55842853487789,33.29414136910134
229,5,1.8565469848999672,47.19355209439702,10.740510688791058,105.15144643908936,25.420068667284053
23,2,0.0,41.75453623527076,6.833586985247037,123.7105342171828,4175453623.5270762
23,3,1.7602698926212834,41.58518489231322,6.603227347097372,122.22044993867061,23.62432308271997
23,4,1.9991821317906315,41.560046614302756,6.515416244260719,122.02805127118606,20.78852433979736
23,5,2.1171629935656604,41.5542410628185,6.523311921402531,121.93944282033401,19.627322503196083
230,2,0.4683682301572665,50.96114796861773,6.6527860993519905,116.0536812982886,108.80572933704096
230,3,0.6392335765924249,51.04059435129891,6.637279033519214,116.23610420308454,79.84654658617363
230,4,1.036591763246132,51.22130605908898,6.718439304270183,116.63616641270502,49.41318982176296
230,5,0.855570120849442,51.146786978606805,6.689640794517894,116.47027624983367,59.780940374608875
231,2,5.119871131498976,43.87231684748947,14.83730206482933,101.37682052247656,8.56902754678406
231,3,6.28889687633698,43.82136496264861,14.690654215488461,102.61013895146922,6.968052705372425
231,4,7.1458047808995175,43.79096402537374,14.606245123959965,103.44270861600495,6.1282060323203025
231,5,8.06931200623459,43.832567596501725,14.754151896591248,104.32538992412101,5.432008021045077
232,2,1.4180389442160686,47.870450039547514,7.91387944532873,105.88331532351877,33.758205229285565
232,3,2.5662339309197253,47.5959944381066,7.828116928644426,104.85256941937847,18.547020861647727
232,4,3.39431385695939,47.39673585586504,7.684058183199695,104.08572576006671,13.963568990254519
232,5,3.902511811940034,47.28538044754345,7.647502437035198,103.63022215563264,12.116652711134321
233,2,3.2395377217032104,59.307490578697745,5.680555816966117,131.32302817982244,18.307393057439835
233,3,4.894830880932796,58.257958001976036,5.986092710973353,129.69349276207524,11.901934775702529
233,4,9.000725265658703,55.839428558510434,7.668076704940015,125.77373433884057,6.20388100384765
233,5,9.502415830187772,55.56466105181313,7.520564964965714,125.28453225955255,5.8474246956040545
234,2,2.390349893797321,41.8133612018751,9.889275663554907,109.27671933822616,17.492569240783617
234,3,2.9351367148996808,41.80293858149888,9.827167987111588,109.7790779205374,14.24224576213827
234,4,3.0365011841939338,41.80035800116148,9.82066381289994,109.86730921519542,13.765961324529547
234,5,2.8343540767543858,41.79369861665367,9.828556764073777,109.69965740071349,14.74540489205834
235,2,4.372869814811947,47.0567074418246,6.458023191783007,105.19705274729084,10.761058372884047
235,3,9.499478166632194,45.84549896861543,6.412574427567222,100.40200099345381,4.826107088849465
235,4,10.123413237403803,45.73942930142868,6.681578450744843,99.84956195832748,4.518182571788104
235,5,11.489971638316389,45.457647628345526,7.440579814475603,98.5662917995695,3.956288929138165
236,2,1.189136672305885,42.20514217463328,7.834356538421067,124.18500979868246,35.49225484558447
236,3,2.094515455123236,42.33146144886613,7.571111976446126,125.03690359548304,20.21062253000622
236,4,2.7491526138684708,42.40436866815931,7.423514339805786,125.62961489137714,15.424523287648537
236,5,2.61180604072269,42.38969004783535,7.418143249669046,125.51256767834028,16.230029804895377
237,2,0.789112660702,54.73906780325392,5.9409364541419585,122.7259942597682,69.36787335395042
237,3,1.146751306828576,54.527578037673635,5.885389582672391,122.34958263934712,47.54961013559035
237,4,1.9681896043363805,54.149654473513024,5.749826216429777,121.55866260076154,27.512417543047956
237,5,0.730614376722528,54.751555325818664,5.972576725890441,122.77743673316508,74.93905994847614
238,2,5.6190614791516555,47.93714571637904,8.330586266714747,107.68870191656728,8.531165891124001
238,3,6.964821814417115,47.48954068144232,8.043324142436909,106.38086047065684,6.818486083155001
238,4,6.817984337378024,47.531821155120156,8.064921349778635,106.52356968916354,6.971535681714986
238,5,7.03934554716853,47.4676659420398,8.04265493788644,106.31824942879331,6.743193036418139
239,2,1.6332377751789033,45.477652682621304,10.983472687625813,97.16743171163102,27.845089732380718
239,3,2.564886821767918,45.2631502869299,11.054145640596259,97.94670719791829,17.647230952381257
239,4,2.6078221127296333,45.25570034200294,11.079785670859755,97.97347976812812,17.353829445481253
239,5,3.0513868225929794,45.15868701340534,11.04012368583787,98.4435527955834,14.799397615224946
24,2,0.59741785423624,52.289034154568355,7.444392432208128,150.46252250399993,87.52505956850904
24,3,0.8247887133357248,52.02185918616933,7.452681402544526,150.0434467109626,63.07295155027741
24,4,1.383879412360951,51.62469045743682,7.469580459540933,149.41199716068832,37.30432696900943
24,5,1.206465612316019,51.78943349504349,7.541271563567323,149.63561638165015,42.92657207722566
240,2,2.936275092088768,50.883401261017546,8.917797672503333,113.96471929907727,17.329234997368197
240,3,3.3779355654110548,50.696267055097685,8.658794154437066,113.53074394427492,15.008062150187264
240,4,3.8844778744662505,50.46379128417901,8.391900504596537,112.98903348737592,12.991138779803615
240,5,4.272551074930613,50.3525977026576,8.281215265087244,112.64321610724978,11.785136491463469
241,2,1.2353279509459267,48.132684840056996,7.355581681259197,108.70696475253122,38.96348691338646
241,3,2.5133022939671785,47.65686774085869,7.178772046153751,107.2040910919402,18.961852565699573
241,4,3.289554729381125,47.407793783212796,7.077305399405308,106.40804420103512,14.411614196799103
241,5,3.9026926756265428,47.2309008803222,7.017085414797305,105.81574534473276,12.102131703649553
242,2,1.9781116135542656,41.62101565883705,6.711654732140503,119.06787455553795,21.040782109177705
242,3,2.957999133199063,41.67924327000457,6.7246837109569455,119.85037929110082,14.090350014411651
242,4,5.323477192160633,42.00803678591763,7.137634205687065,122.30353307099992,7.8910898254373825
242,5,5.837479304539422,42.07177940182815,7.2801494836571745,122.80986448491522,7.207182609973432
243,2,1.083969841821652,42.77008496818772,7.260571552505191,129.40776789148492,39.45689531522578
243,3,0.9861429140274642,42.78585623253176,7.262966334239623,129.56350524777224,43.38707421617129
243,4,0.9703102899248841,42.78280654240226,7.218294562893389,129.55026339206185,44.091881273149696
243,5,0.7997227766750576,42.84601160702632,7.376730235201141,129.7898614478033,53.57607951270676
244,2,0.4008442432452653,42.68361102419361,10.50066826286006,123.18827727346141,106.48427831663764
244,3,0.2527623505729549,42.74394347124436,10.346457393336612,123.50822093019877,169.10723326983316
244,4,0.29882732420004743,42.72270343676196,10.359927873316973,123.46795096626833,142.9678565086071
244,5,0.35832759884447324,42.70830815406445,10.39691023690729,123.38795272383724,119.18788030816054
245,2,2.450308303874289,42.895973744943326,8.741392489802362,96.09978972858033,17.5063576701981
245,3,1.865535272548546,42.78186417407531,8.473278967864914,96.62753485222363,22.93275531922941
245,4,1.5333328119255998,42.73387950506519,8.366522814656937,96.91616214564411,27.869930711715188
245,5,0.801464941599568,42.59740836116156,8.11461489591832,97.64213155839212,53.1494337664366
246,2,2.8969788754268695,67.30528548977638,7.361681965989368,141.27203026571922,23.232922348296285
246,3,5.002246353095684,65.76628476965709,8.54023702261055,139.2405085033091,13.147350209468103
246,4,4.671953609846327,66.07442455123801,8.381787657438831,139.61587268906828,14.142782640340377
246,5,4.0620675665405,66.43735205251143,7.967804618980293,140.136702457124,16.355550664938338
247,2,2.4219076162149786,41.76944241036612,10.151324600776846,116.30081035659144,17.246505175610068
247,3,3.0485253731496647,41.82294996397802,10.052199475148136,116.89495352310628,13.71907552259497
247,4,3.334609402582472,41.82560280182104,9.939222286729624,117.21452878230073,12.542879128212322
247,5,3.357658230723563,41.83904010480607,9.955141581344169,117.22578941497916,12.460779836779906
248,2,0.8608751688454291,42.489230090263355,8.87746078732364,97.31534340341179,49.35585452382096
248,3,1.324618683560229,42.40566630748353,8.85455630939465,97.79388141653314,32.013489250637235
248,4,1.8566665925417627,42.332472400451074,8.877893779489572,98.2774617661226,22.800255222180567
248,5,1.9980695728064715,42.3187385553775,8.894929028462531,98.41308846639653,21.179812214516055
249,2,1.5009453149680076,64.80015698904333,8.312232737623905,167.0628744342177,43.17289638143517
249,3,2.16625977948238,65.37542075438905,8.449467420339742,167.69654587260635,30.17893840424849
249,4,3.1290855316606527,66.21962276536235,8.451435451701288,168.63658475075923,21.16261185055957
249,5,3.300639969205369,66.36548432002206,8.448878193497334,168.7969093925351,20.106853439980323
25,2,0.5653560563750919,49.245612489775844,6.529818594420542,146.43778786139433,87.10548169320126
25,3,0.5653560563750919,49.245612489775844,6.529818594420542,146.43778786139433,87.10548169320126
25,4,0.5326612662832317,49.41305326259607,6.638308063941284,146.75193111607476,92.76637041721368
25,5,0.5151688822317501,49.25070253365345,6.631804713875113,146.4296421815241,95.60108010461526
250,2,2.2541216517807077,50.6551649204673,6.95914224783329,147.96141045201023,22.472240864075992
250,3,3.066976105587596,51.14976844575188,7.084646865090403,148.76652972263713,16.67758942946714
250,4,4.815639777963441,52.16901345586748,6.430348549326259,150.40578378569822,10.83324661995328
250,5,6.003566015665874,52.89457085287943,6.249298765808582,151.5111293608736,8.810525382206109
251,2,2.794676956331932,55.45988440465228,8.28181550899343,155.18152611351888,19.844828247697073
251,3,4.031090405470075,56.29674768558629,7.709308261177746,156.34603445082348,13.965637552940224
251,4,5.90022987667261,57.59692084540504,7.185033780989216,158.06477142848505,9.761809616181987
251,5,5.912331898430409,57.613699422846956,7.157980050713879,158.09532585687876,9.744665948252235
252,2,0.8104327101663726,59.009022271171204,6.595537258037406,159.72472915231288,72.81174711092281
252,3,0.9126273378538243,58.95209899634946,6.544771425303982,159.6594839865334,64.59602502049043
252,4,1.1638074172899053,59.798593368099255,6.651859797502706,160.77295703813874,51.38186263972294
252,5,1.9116516493603768,58.44236664104732,6.118052717512064,159.10720812092603,30.57166108421744
255,2,0.16880171049838963,48.12832288350232,12.427187686491271,140.03958837951618,285.1174901618462
255,3,0.3210535587434666,48.18637885689065,12.28977871372628,140.24484808495998,150.08828291640424
255,4,0.3351059466461272,48.20462969306776,12.323730871228168,140.26291934356058,143.84891923592986
255,5,1.6581701682606855,48.67486979848298,11.628741067197092,141.53168907230094,29.35456832877058
256,2,1.726612279899567,47.48452264813738,7.535542518724099,141.53347960632854,27.501554880568726
256,3,1.2220276478235046,47.838189206048575,7.378728633324287,142.24563478553412,39.14656832829046
256,4,1.070438381914667,48.223249799097765,7.271715401147225,143.02175301787184,45.050000227329306
256,5,1.8329682887072318,48.792791243578186,7.162622881394216,144.02616521939908,26.619549982392545
257,2,0.3510087287346877,56.90497111796323,7.892290901931064,158.05529824952654,162.11838862785473
257,3,0.2650769255323261,57.084104853013145,7.972348668500155,158.29363638215165,215.3491956528664
257,4,0.2703433400609559,57.057174994938165,7.935353000264633,158.25740252893272,211.05447935772472
257,5,1.3294966008918758,57.97084315274288,7.974959712573123,159.4551339688004,43.60360355778108
259,2,2.090190476883839,70.47781034188098,8.201359307808488,173.57739301639342,33.71836719386894
259,3,2.0798690553412946,70.50112773910872,8.28528297530165,173.60323552449373,33.89690673991533
259,4,3.7356479782795526,71.93815856769159,8.562019683927879,175.10774665444754,19.25721020647414
259,5,3.288737119602674,71.53198845149075,8.428136126655373,174.67994059772386,21.750594721485943
26,2,1.6452642593948321,42.22770349219633,6.468097966443391,127.04502914919019,25.666213190011536
26,3,2.25166805189139,42.15424197394544,6.455762098259979,126.50876166304545,18.721339387181292
26,4,2.670741766619874,42.102561783893464,6.498115792937628,126.12926873965624,15.764370090911232
26,5,2.2939109828386424,42.037414552215886,6.789932989108079,126.48327001411788,18.32565199061883
260,2,0.2972675222297608,63.9952728037974,7.194343221962189,166.3694266877122,215.2783801304438
260,3,2.4466908856598133,66.0143095507019,7.562786097302701,168.64535506446185,26.98105823984743
260,4,3.2308485004659993,66.67288917886108,7.863846146223693,169.3749426944076,20.636340256400498
260,5,2.3652844039711733,65.89600609523855,7.452857881451138,168.5225098076995,27.85965430034819
261,2,1.2080637765677045,53.46290757008564,8.399045710796784,152.89563133770795,44.255036997658884
261,3,4.867117537972993,55.97609724352402,8.785534114060763,156.38362753131676,11.50087227024882
261,4,7.576250691998253,57.97241231310018,8.55663966603864,159.02899101409872,7.651860345356552
261,5,7.834439056837662,58.14046403460515,8.484077615506648,159.26382126365897,7.421139348789818
262,2,2.4776082121588257,58.28052450674983,7.411897690077275,158.97106372456952,23.52289760161031
262,3,4.0218917454070136,59.45674521320664,7.693997172651817,160.4446232551148,14.783278325000481
262,4,4.039948718556011,59.514443084912855,7.749866457405319,160.52909905193357,14.731484749853486
262,5,3.487982044620095,59.03007893805675,7.602588907867499,159.9219504178738,16.92384823478864
263,2,0.8303231740179974,62.85988243657604,6.775147401043906,165.20898851803537,75.70532010486839
263,3,1.3528898031909482,62.45720866079604,6.743742392680157,164.7940188939867,46.1657764378338
263,4,1.8753619772671812,61.989634269545434,6.769297200150191,164.24281481738538,33.05475672986104
263,5,1.43894808050292,62.38654031053742,6.741327433019938,164.71232576607042,43.355657318210135
